0.47,0.07,0.5
0.47,0.07,0.5
0.47,0.07,0.51
0.47,0.07,0.51
0.47,0.07,0.52
0.47,0.07,0.52
0.47,0.07,0.52
0.47,0.07,0.5
0.47,0.07,0.5
0.47,0.07,0.5
0.47,0.07,0.51
0.47,0.07,0.51
0.47,0.07,0.52
0.47,0.07,0.52
0.47,0.07,0.53
0.47,0.07,0.53
0.47,0.07,0.54
0.47,0.07,0.54
0.47,0.07,0.54
0.47,0.07,0.55
0.47,0.07,0.55
0.47,0.07,0.52
0.47,0.07,0.53
0.47,0.07,0.53
0.47,0.07,0.54
0.47,0.07,0.54
0.47,0.07,0.54
0.47,0.07,0.55
0.47,0.07,0.55
0.47,0.08,0.52
0.47,0.08,0.53
0.27,0.5,0.7
0.27,0.5,0.7
0.27,0.5,0.68
0.27,0.5,0.68
0.27,0.5,0.68
0.27,0.5,0.69
0.27,0.5,0.69
0.27,0.5,0.7
0.27,0.5,0.7
0.27,0.5,0.7
0.27,0.51,0.68
0.27,0.51,0.68
0.27,0.51,0.68
0.27,0.51,0.69
0.27,0.51,0.69
0.27,0.51,0.7
0.27,0.51,0.7
0.27,0.51,0.71
0.27,0.51,0.71
0.27,0.51,0.71
0.27,0.51,0.72
0.27,0.51,0.72
0.27,0.51,0.73
0.27,0.51,0.73
0.27,0.51,0.7
0.27,0.51,0.71
0.27,0.51,0.71
0.27,0.51,0.71
0.27,0.51,0.72
0.27,0.51,0.72
0.27,0.51,0.73
0.27,0.51,0.73
0.27,0.52,0.7
0.27,0.52,0.71
0.27,0.52,0.71
0.27,0.52,0.71
0.27,0.52,0.72
0.0,0.46,0.03
0.0,0.46,0.03
0.0,0.46,0.04
0.0,0.46,0.04
0.0,0.46,0.04
0.0,0.46,0.05
0.0,0.46,0.05
0.0,0.46,0.06
0.0,0.46,0.06
0.0,0.46,0.07
0.0,0.46,0.07
0.0,0.46,0.07
0.0,0.46,0.08
0.0,0.46,0.08
0.0,0.46,0.05
0.0,0.46,0.06
0.0,0.46,0.06
0.0,0.46,0.09
0.0,0.46,0.07
0.0,0.46,0.07
0.0,0.46,0.07
0.0,0.46,0.08
0.0,0.46,0.08
0.77,0.23,0.98
0.77,0.23,0.98
0.77,0.23,0.99
0.77,0.23,0.99
0.77,0.23,1.0
0.77,0.23,0.96
0.77,0.23,0.97
0.77,0.23,0.97
0.77,0.23,0.98
0.77,0.23,0.98
0.77,0.23,0.99
0.77,0.23,0.99
0.77,0.23,1.0
0.75,0.2,0.98
0.75,0.2,0.97
0.77,0.23,0.97
0.77,0.23,0.97
0.77,0.23,0.98
0.77,0.23,0.98
0.77,0.23,0.99
0.77,0.23,0.99
0.77,0.23,1.0
0.86,0.97,0.64
0.86,0.97,0.64
0.86,0.97,0.65
0.9,0.58,0.13
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.15
0.9,0.58,0.15
0.9,0.58,0.16
0.9,0.58,0.13
0.9,0.58,0.13
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.15
0.9,0.58,0.15
0.9,0.58,0.16
0.9,0.58,0.16
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.14
0.9,0.58,0.15
0.9,0.58,0.13
0.8,0.24,0.28
0.8,0.24,0.29
0.8,0.24,0.3
0.8,0.24,0.3
0.8,0.24,0.3
0.8,0.24,0.31
0.8,0.24,0.32
0.8,0.24,0.32
0.8,0.24,0.32
0.8,0.24,0.33
0.8,0.24,0.33
0.8,0.24,0.34
0.8,0.25,0.31
0.8,0.25,0.31
0.8,0.25,0.32
0.8,0.25,0.28
0.8,0.25,0.28
0.8,0.25,0.29
0.8,0.25,0.29
0.8,0.25,0.29
0.8,0.25,0.3
0.8,0.25,0.3
0.8,0.25,0.32
0.8,0.25,0.32
0.8,0.25,0.33
0.8,0.25,0.33
0.8,0.25,0.3
0.8,0.25,0.31
0.8,0.25,0.31
0.8,0.25,0.32
0.8,0.25,0.32
0.8,0.25,0.32
0.8,0.25,0.33
0.8,0.25,0.33
0.8,0.25,0.3
0.8,0.25,0.31
0.8,0.25,0.31
0.8,0.25,0.32
0.8,0.25,0.32
0.8,0.25,0.3
0.8,0.25,0.34
0.8,0.25,0.34
0.8,0.25,0.32
0.8,0.25,0.33
0.8,0.25,0.33
0.8,0.25,0.34
0.8,0.26,0.31
0.8,0.26,0.31
0.8,0.26,0.32
0.8,0.26,0.32
1.0,1.0,0.0
1.0,1.0,0.0
1.0,1.0,0.0
1.0,1.0,0.0
0.48,0.07,0.51
0.48,0.07,0.51
0.48,0.07,0.52
0.48,0.07,0.52
0.48,0.07,0.52
0.48,0.07,0.53
0.48,0.07,0.5
0.48,0.07,0.5
0.48,0.07,0.51
0.48,0.07,0.51
0.48,0.07,0.52
0.48,0.07,0.52
0.48,0.07,0.52
0.48,0.07,0.53
0.48,0.07,0.54
0.48,0.07,0.54
0.48,0.07,0.54
0.48,0.07,0.55
0.48,0.07,0.55
0.48,0.07,0.55
0.48,0.07,0.53
0.48,0.07,0.53
0.48,0.07,0.54
0.48,0.07,0.54
0.48,0.07,0.54
0.48,0.07,0.55
0.48,0.07,0.55
0.48,0.07,0.55
0.48,0.08,0.53
0.48,0.08,0.53
0.29,0.5,0.7
0.29,0.5,0.7
0.29,0.5,0.71
0.29,0.5,0.68
0.29,0.5,0.68
0.29,0.5,0.69
0.29,0.5,0.69
0.29,0.5,0.7
0.29,0.5,0.7
0.29,0.5,0.7
0.29,0.5,0.71
0.29,0.51,0.68
0.29,0.51,0.68
0.29,0.51,0.69
0.29,0.51,0.69
0.29,0.51,0.7
0.29,0.51,0.7
0.29,0.51,0.7
0.29,0.51,0.71
0.29,0.51,0.71
0.29,0.51,0.72
0.29,0.51,0.72
0.29,0.51,0.73
0.29,0.51,0.73
0.29,0.51,0.73
0.29,0.51,0.71
0.29,0.51,0.71
0.29,0.51,0.71
0.29,0.51,0.72
0.29,0.51,0.72
0.29,0.51,0.73
0.29,0.51,0.73
0.29,0.51,0.73
0.29,0.52,0.71
0.29,0.52,0.71
0.29,0.52,0.71
0.29,0.52,0.72
0.29,0.52,0.72
0.29,0.52,0.73
0.29,0.52,0.73
0.02,0.46,0.06
0.02,0.46,0.03
0.02,0.46,0.04
0.02,0.46,0.04
0.02,0.46,0.04
0.02,0.46,0.05
0.02,0.46,0.05
0.02,0.46,0.05
0.02,0.46,0.06
0.02,0.46,0.07
0.02,0.46,0.07
0.02,0.46,0.07
0.02,0.46,0.08
0.02,0.46,0.08
0.02,0.46,0.09
0.02,0.47,0.06
0.02,0.47,0.06
0.02,0.47,0.07
0.02,0.47,0.07
0.02,0.46,0.06
0.02,0.46,0.06
0.02,0.46,0.07
0.02,0.46,0.07
0.79,0.23,0.97
0.79,0.23,0.98
0.79,0.23,0.98
0.79,0.23,0.99
0.79,0.23,0.99
0.79,0.23,1.0
0.77,0.2,0.98
0.79,0.23,0.98
0.79,0.23,0.97
0.79,0.23,0.98
0.79,0.23,0.98
0.79,0.23,0.99
0.79,0.23,0.99
0.79,0.23,1.0
0.77,0.2,0.98
0.77,0.2,0.98
0.78,0.22,0.98
0.78,0.22,0.96
0.78,0.22,0.97
0.78,0.22,0.98
0.78,0.22,0.98
0.78,0.22,0.99
0.78,0.22,0.99
0.78,0.22,1.0
0.78,0.23,0.97
0.88,0.98,0.64
0.91,0.57,0.13
0.91,0.57,0.14
0.91,0.57,0.14
0.91,0.57,0.14
0.91,0.57,0.15
0.91,0.57,0.15
0.91,0.57,0.16
0.91,0.58,0.14
0.91,0.58,0.11
0.91,0.58,0.11
0.91,0.58,0.12
0.91,0.58,0.12
0.91,0.58,0.12
0.91,0.58,0.13
0.91,0.58,0.14
0.91,0.58,0.14
0.91,0.58,0.15
0.91,0.58,0.15
0.91,0.58,0.16
0.91,0.58,0.13
0.91,0.58,0.13
0.91,0.58,0.14
0.91,0.57,0.14
0.91,0.57,0.14
0.91,0.57,0.13
0.91,0.57,0.14
0.91,0.58,0.14
0.91,0.58,0.15
0.82,0.24,0.3
0.82,0.24,0.3
0.82,0.24,0.31
0.82,0.24,0.31
0.82,0.24,0.32
0.82,0.24,0.3
0.82,0.24,0.31
0.82,0.24,0.31
0.82,0.24,0.32
0.82,0.24,0.32
0.82,0.24,0.32
0.82,0.24,0.33
0.82,0.24,0.3
0.82,0.24,0.3
0.82,0.24,0.32
0.82,0.24,0.32
0.81,0.24,0.29
0.81,0.24,0.29
0.81,0.24,0.29
0.81,0.24,0.3
0.81,0.24,0.3
0.81,0.24,0.31
0.81,0.24,0.31
0.81,0.24,0.32
0.81,0.24,0.32
0.81,0.24,0.32
0.81,0.24,0.33
0.81,0.24,0.33
0.81,0.25,0.3
0.81,0.24,0.3
0.81,0.25,0.3
0.81,0.25,0.31
0.81,0.25,0.31
0.81,0.25,0.32
0.81,0.25,0.32
0.81,0.25,0.32
0.81,0.25,0.33
0.81,0.25,0.3
1.0,1.0,0.0
1.0,1.0,0.0
1.0,1.0,0.0
1.0,1.0,0.0
