ROI_ID,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
ROI_Name,,,,,LH_Vis_1,LH_Vis_2,LH_Vis_3,LH_Vis_4,LH_Vis_5,LH_Vis_6,LH_Vis_7,LH_Vis_8,LH_Vis_9,LH_Vis_10,LH_Vis_11,LH_Vis_12,LH_Vis_13,LH_Vis_14,LH_Vis_15,LH_Vis_16,LH_Vis_17,LH_Vis_18,LH_Vis_19,LH_Vis_20,LH_Vis_21,LH_Vis_22,LH_Vis_23,LH_Vis_24,LH_Vis_25,LH_Vis_26,LH_Vis_27,LH_Vis_28,LH_Vis_29,LH_Vis_30,LH_Vis_31,LH_SomMot_1,LH_SomMot_2,LH_SomMot_3,LH_SomMot_4,LH_SomMot_5,LH_SomMot_6,LH_SomMot_7,LH_SomMot_8,LH_SomMot_9,LH_SomMot_10,LH_SomMot_11,LH_SomMot_12,LH_SomMot_13,LH_SomMot_14,LH_SomMot_15,LH_SomMot_16,LH_SomMot_17,LH_SomMot_18,LH_SomMot_19,LH_SomMot_20,LH_SomMot_21,LH_SomMot_22,LH_SomMot_23,LH_SomMot_24,LH_SomMot_25,LH_SomMot_26,LH_SomMot_27,LH_SomMot_28,LH_SomMot_29,LH_SomMot_30,LH_SomMot_31,LH_SomMot_32,LH_SomMot_33,LH_SomMot_34,LH_SomMot_35,LH_SomMot_36,LH_SomMot_37,LH_DorsAttn_Post_1,LH_DorsAttn_Post_2,LH_DorsAttn_Post_3,LH_DorsAttn_Post_4,LH_DorsAttn_Post_5,LH_DorsAttn_Post_6,LH_DorsAttn_Post_7,LH_DorsAttn_Post_8,LH_DorsAttn_Post_9,LH_DorsAttn_Post_10,LH_DorsAttn_Post_11,LH_DorsAttn_Post_12,LH_DorsAttn_Post_13,LH_DorsAttn_Post_14,LH_DorsAttn_Post_15,LH_DorsAttn_Post_16,LH_DorsAttn_Post_17,LH_DorsAttn_FEF_1,LH_DorsAttn_FEF_2,LH_DorsAttn_FEF_3,LH_DorsAttn_FEF_4,LH_DorsAttn_PrCv_1,LH_DorsAttn_PrCv_2,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_ParOper_2,LH_SalVentAttn_ParOper_3,LH_SalVentAttn_ParOper_4,LH_SalVentAttn_TempOcc_1,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_FrOperIns_3,LH_SalVentAttn_FrOperIns_4,LH_SalVentAttn_FrOperIns_5,LH_SalVentAttn_FrOperIns_6,LH_SalVentAttn_FrOperIns_7,LH_SalVentAttn_FrOperIns_8,LH_SalVentAttn_FrOperIns_9,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_3,LH_SalVentAttn_Med_4,LH_SalVentAttn_Med_5,LH_SalVentAttn_Med_6,LH_SalVentAttn_Med_7,LH_Limbic_OFC_2,LH_Limbic_TempPole_6,LH_Limbic_TempPole_7,LH_Cont_Par_1,LH_Cont_Par_2,LH_Cont_Par_3,LH_Cont_Par_4,LH_Cont_Par_5,LH_Cont_Par_6,LH_Cont_Temp_1,LH_Cont_PFCl_1,LH_Cont_PFCl_2,LH_Cont_PFCl_3,LH_Cont_PFCl_4,LH_Cont_PFCl_5,LH_Cont_PFCl_6,LH_Cont_PFCl_7,LH_Cont_PFCl_8,LH_Cont_PFCv_1,LH_Cont_pCun_1,LH_Cont_pCun_2,LH_Cont_Cing_1,LH_Cont_Cing_2,LH_Cont_PFCmp_1,LH_Default_Temp_1,LH_Default_Temp_4,LH_Default_Temp_5,LH_Default_Temp_6,LH_Default_Temp_7,LH_Default_Temp_8,LH_Default_Temp_9,LH_Default_Temp_10,LH_Default_Par_1,LH_Default_Par_2,LH_Default_Par_3,LH_Default_Par_4,LH_Default_Par_5,LH_Default_Par_6,LH_Default_Par_7,LH_Default_PFC_1,LH_Default_PFC_2,LH_Default_PFC_3,LH_Default_PFC_4,LH_Default_PFC_5,LH_Default_PFC_6,LH_Default_PFC_7,LH_Default_PFC_8,LH_Default_PFC_9,LH_Default_PFC_10,LH_Default_PFC_11,LH_Default_PFC_12,LH_Default_PFC_13,LH_Default_PFC_14,LH_Default_PFC_15,LH_Default_PFC_16,LH_Default_PFC_17,LH_Default_PFC_18,LH_Default_PFC_19,LH_Default_PFC_20,LH_Default_PFC_21,LH_Default_PFC_22,LH_Default_PFC_23,LH_Default_PFC_24,LH_Default_pCunPCC_1,LH_Default_pCunPCC_2,LH_Default_pCunPCC_3,LH_Default_pCunPCC_4,LH_Default_pCunPCC_5,LH_Default_pCunPCC_6,LH_Default_pCunPCC_7,LH_Default_pCunPCC_8,LH_Default_pCunPCC_9,LH_Default_pCunPCC_10,LH_Default_pCunPCC_11,LH_Subcortical_Caudate,LH_Subcortical_Putamen,LH_Subcortical_Pallidum,LH_Subcortical_Thalamus,RH_Vis_1,RH_Vis_2,RH_Vis_3,RH_Vis_4,RH_Vis_5,RH_Vis_6,RH_Vis_7,RH_Vis_8,RH_Vis_9,RH_Vis_10,RH_Vis_11,RH_Vis_12,RH_Vis_13,RH_Vis_14,RH_Vis_15,RH_Vis_16,RH_Vis_17,RH_Vis_18,RH_Vis_19,RH_Vis_20,RH_Vis_21,RH_Vis_22,RH_Vis_23,RH_Vis_24,RH_Vis_25,RH_Vis_26,RH_Vis_27,RH_Vis_28,RH_Vis_29,RH_Vis_30,RH_SomMot_1,RH_SomMot_2,RH_SomMot_3,RH_SomMot_4,RH_SomMot_5,RH_SomMot_6,RH_SomMot_7,RH_SomMot_8,RH_SomMot_9,RH_SomMot_10,RH_SomMot_11,RH_SomMot_12,RH_SomMot_13,RH_SomMot_14,RH_SomMot_15,RH_SomMot_16,RH_SomMot_17,RH_SomMot_18,RH_SomMot_19,RH_SomMot_20,RH_SomMot_21,RH_SomMot_22,RH_SomMot_23,RH_SomMot_24,RH_SomMot_25,RH_SomMot_26,RH_SomMot_27,RH_SomMot_28,RH_SomMot_29,RH_SomMot_30,RH_SomMot_31,RH_SomMot_32,RH_SomMot_33,RH_SomMot_34,RH_SomMot_35,RH_SomMot_36,RH_SomMot_37,RH_SomMot_38,RH_SomMot_39,RH_SomMot_40,RH_DorsAttn_Post_1,RH_DorsAttn_Post_2,RH_DorsAttn_Post_3,RH_DorsAttn_Post_4,RH_DorsAttn_Post_5,RH_DorsAttn_Post_6,RH_DorsAttn_Post_7,RH_DorsAttn_Post_8,RH_DorsAttn_Post_9,RH_DorsAttn_Post_10,RH_DorsAttn_Post_11,RH_DorsAttn_Post_12,RH_DorsAttn_Post_13,RH_DorsAttn_Post_14,RH_DorsAttn_Post_15,RH_DorsAttn_Post_16,RH_DorsAttn_Post_17,RH_DorsAttn_Post_18,RH_DorsAttn_Post_19,RH_DorsAttn_FEF_1,RH_DorsAttn_FEF_2,RH_DorsAttn_FEF_3,RH_DorsAttn_PrCv_1,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_TempOccPar_3,RH_SalVentAttn_TempOccPar_4,RH_SalVentAttn_TempOccPar_5,RH_SalVentAttn_TempOccPar_6,RH_SalVentAttn_TempOccPar_7,RH_SalVentAttn_PrC_1,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_FrOperIns_2,RH_SalVentAttn_FrOperIns_3,RH_SalVentAttn_FrOperIns_4,RH_SalVentAttn_FrOperIns_5,RH_SalVentAttn_FrOperIns_6,RH_SalVentAttn_FrOperIns_7,RH_SalVentAttn_FrOperIns_8,RH_SalVentAttn_PFCl_1,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_2,RH_SalVentAttn_Med_3,RH_SalVentAttn_Med_4,RH_SalVentAttn_Med_5,RH_SalVentAttn_Med_6,RH_SalVentAttn_Med_7,RH_SalVentAttn_Med_8,RH_Limbic_TempPole_5,RH_Cont_Par_1,RH_Cont_Par_2,RH_Cont_Par_3,RH_Cont_Par_4,RH_Cont_Par_5,RH_Cont_Par_6,RH_Cont_Temp_2,RH_Cont_PFCv_1,RH_Cont_PFCl_2,RH_Cont_PFCl_3,RH_Cont_PFCl_4,RH_Cont_PFCl_5,RH_Cont_PFCl_6,RH_Cont_PFCl_7,RH_Cont_PFCl_8,RH_Cont_PFCl_9,RH_Cont_PFCl_10,RH_Cont_PFCl_11,RH_Cont_PFCl_12,RH_Cont_PFCl_13,RH_Cont_PFCl_14,RH_Cont_PFCl_15,RH_Cont_pCun_1,RH_Cont_pCun_2,RH_Cont_Cing_1,RH_Cont_Cing_2,RH_Cont_PFCmp_1,RH_Cont_PFCmp_2,RH_Default_Par_1,RH_Default_Par_2,RH_Default_Par_3,RH_Default_Par_4,RH_Default_Par_5,RH_Default_Temp_1,RH_Default_Temp_3,RH_Default_Temp_4,RH_Default_Temp_5,RH_Default_Temp_6,RH_Default_Temp_7,RH_Default_Temp_8,RH_Default_PFCv_1,RH_Default_PFCv_2,RH_Default_PFCv_3,RH_Default_PFCv_4,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_3,RH_Default_PFCdPFCm_4,RH_Default_PFCdPFCm_5,RH_Default_PFCdPFCm_6,RH_Default_PFCdPFCm_7,RH_Default_PFCdPFCm_8,RH_Default_PFCdPFCm_9,RH_Default_PFCdPFCm_10,RH_Default_PFCdPFCm_11,RH_Default_PFCdPFCm_12,RH_Default_PFCdPFCm_13,RH_Default_pCunPCC_1,RH_Default_pCunPCC_2,RH_Default_pCunPCC_3,RH_Default_pCunPCC_4,RH_Default_pCunPCC_5,RH_Default_pCunPCC_6,RH_Default_pCunPCC_7,RH_Default_pCunPCC_8,RH_Default_pCunPCC_9,RH_Subcortical_Caudate,RH_Subcortical_Putamen,RH_Subcortical_Pallidum,RH_Subcortical_Thalamus
Hemisphere,,,,,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,LH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH
Network,,,,,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Limbic,Limbic,Limbic,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Subcortical,Subcortical,Subcortical,Subcortical,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Limbic,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Subcortical,Subcortical,Subcortical,Subcortical
RGB,,,,,#781180,#781181,#781182,#781183,#781184,#781185,#781186,#78127f,#781280,#781281,#781282,#781283,#781284,#781285,#781287,#781288,#781289,#78128a,#78128b,#78128c,#78128d,#781386,#781387,#781388,#781389,#78138a,#78138b,#78138c,#78138d,#781486,#781487,#4680b3,#4680b4,#4681ad,#4681ae,#4681af,#4681b0,#4681b1,#4681b2,#4681b3,#4681b4,#4682ad,#4682ae,#4682af,#4682b0,#4682b1,#4682b2,#4682b3,#4682b5,#4682b6,#4682b7,#4682b8,#4682b9,#4682ba,#4682bb,#4683b4,#4683b5,#4683b6,#4683b7,#4683b8,#4683b9,#4683ba,#4683bb,#4684b4,#4684b5,#4684b6,#4684b7,#4684b8,#007607,#007608,#007609,#00760a,#00760b,#00760c,#00760d,#00760f,#007610,#007611,#007612,#007613,#007614,#007615,#00770e,#00770f,#007710,#007616,#007711,#007712,#007713,#007714,#007715,#c43afb,#c43afc,#c43afd,#c43afe,#c43aff,#c43bf7,#c43bf8,#c43bf9,#c43bfb,#c43bfc,#c43bfd,#c43bfe,#c43bff,#c134fa,#c134f9,#c53af8,#c53af9,#c53afb,#c53afc,#c53afd,#c53afe,#c53aff,#dcf8a5,#dcf9a5,#dcf9a6,#e69421,#e69423,#e69424,#e69425,#e69426,#e69427,#e69428,#e69521,#e69522,#e69524,#e69525,#e69526,#e69527,#e69528,#e69529,#e79424,#e79523,#e79524,#e79525,#e79526,#e69422,#cd3e48,#cd3e4b,#cd3e4c,#cd3e4d,#cd3e4e,#cd3e50,#cd3e51,#cd3e52,#cd3e53,#cd3e54,#cd3e55,#cd3e56,#cd3f4f,#cd3f50,#cd3f51,#cd3f47,#cd3f48,#cd3f49,#cd3f4a,#cd3f4b,#cd3f4c,#cd3f4d,#cd3f52,#cd3f53,#cd3f54,#cd3f55,#cd404e,#cd404f,#cd4050,#cd4051,#cd4052,#cd4053,#cd4054,#cd4055,#cd414e,#cd414f,#cd4150,#cd4151,#cd4152,#cd3f4e,#cd3f56,#cd4056,#cd4153,#cd4154,#cd4155,#cd4156,#cd424f,#cd4250,#cd4251,#cd4252,#ffff00,#ffff00,#ffff00,#ffff00,#7c1182,#7c1183,#7c1184,#7c1185,#7c1186,#7c1187,#7c1280,#7c1281,#7c1282,#7c1283,#7c1284,#7c1285,#7c1286,#7c1288,#7c1289,#7c128a,#7c128b,#7c128c,#7c128d,#7c128e,#7c1387,#7c1388,#7c1389,#7c138a,#7c138b,#7c138c,#7c138d,#7c138e,#7c1487,#7c1488,#4a80b3,#4a80b4,#4a80b5,#4a81ae,#4a81af,#4a81b0,#4a81b1,#4a81b2,#4a81b3,#4a81b4,#4a81b5,#4a82ae,#4a82af,#4a82b0,#4a82b1,#4a82b2,#4a82b3,#4a82b4,#4a82b6,#4a82b7,#4a82b8,#4a82b9,#4a82ba,#4a82bb,#4a82bc,#4a83b5,#4a83b6,#4a83b7,#4a83b8,#4a83b9,#4a83ba,#4a83bb,#4a83bc,#4a84b5,#4a84b6,#4a84b7,#4a84b8,#4a84b9,#4a84ba,#4a84bb,#04760f,#047708,#047709,#04770a,#04770b,#04770c,#04770d,#04770e,#047710,#047711,#047712,#047713,#047714,#047715,#047716,#04780f,#047810,#047811,#047812,#05760f,#057610,#057611,#057612,#c93af9,#c93afa,#c93afc,#c93afd,#c93afe,#c93aff,#c633fa,#c93bfb,#c93bf9,#c93bfa,#c93bfc,#c93bfd,#c93bfe,#c93bff,#c634fa,#c634fb,#c839fb,#c839f7,#c839f8,#c839fa,#c839fc,#c839fd,#c839fe,#c839ff,#c83af9,#e0faa5,#ea9321,#ea9323,#ea9324,#ea9325,#ea9326,#ea9327,#ea9328,#e99423,#e9941c,#e9941d,#e9941e,#e9941f,#e99420,#e99422,#e99424,#e99425,#e99426,#e99427,#e99428,#e99521,#e99522,#e99523,#e99323,#e99324,#e99322,#e99325,#ea9425,#ea9426,#d13e4c,#d13e4e,#d13e4f,#d13e50,#d13e51,#d13d4c,#d13d4f,#d13d50,#d13d51,#d13d52,#d13d53,#d13d54,#d13d4e,#d13e4d,#d13e52,#d13e53,#d03e49,#d03e4a,#d03e4b,#d03e4c,#d03e4d,#d03e4f,#d03e50,#d03e51,#d03e52,#d03e53,#d03e54,#d03e55,#d03f4e,#d03e4e,#d03f4d,#d03f4f,#d03f50,#d03f51,#d03f52,#d03f53,#d03f54,#d0404d,#ffff00,#ffff00,#ffff00,#ffff00
ROI_ID,ROI_Name,Hemisphere,Network,RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LH_Vis_1,LH,Vis,#781180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,LH_Vis_2,LH,Vis,#781181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,LH_Vis_3,LH,Vis,#781182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
